enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,is_major_city
11541,city_114,0.8078432684738539,Male,0,no_enrollment,4,Humanities,-0.,3,NGO,1,0,1
28084,city_136,0.575926019474281,Male,1,no_enrollment,4,STEM,1.5,4,Pvt Ltd,>4,0,0
9726,city_160,0.7598603893704947,Male,1,no_enrollment,3,STEM,0.8,0,Unknown,>4,0,1
31483,city_10,0.5599317264398277,Unknow,0,no_enrollment,3,STEM,0.5,6,Pvt Ltd,,0,0
17440,city_171,-1.2874091190395336,Male,1,no_enrollment,0,Unknown,-0.,0,Unknown,1,0,0
30836,city_134,-1.0155061374538275,Male,0,no_enrollment,3,STEM,-0.,0,Pvt Ltd,1,0,0
139,city_103,0.7598603893704947,Male,1,no_enrollment,3,STEM,1.0,5,Pvt Ltd,1,0,1
2606,city_158,-0.47170017428241406,Male,0,Full time course,3,STEM,-0.,0,Unknown,never,0,0
14158,city_103,0.7598603893704947,Unknow,1,no_enrollment,4,STEM,-0.,0,Unknown,1,0,1
13100,city_27,0.1840658401301737,Male,1,no_enrollment,3,STEM,-0.,0,Unknown,2,0,0
30502,city_103,0.7598603893704947,Male,1,no_enrollment,3,STEM,-0.,7,Public Sector,1,0,1
24245,city_16,0.6798889241982279,Male,1,no_enrollment,2,Unknown,1.5,0,Pvt Ltd,1,0,1
28562,city_50,0.5679288729570535,Male,1,no_enrollment,4,STEM,1.5,0,Unknown,4,1,0
12735,city_50,0.5679288729570535,Male,1,no_enrollment,3,STEM,-0.,3,Unknown,2,0,0
4114,city_114,0.8078432684738539,Female,1,no_enrollment,3,STEM,-0.,3,Pvt Ltd,3,0,1
30367,city_102,-0.16780860662779934,Male,0,no_enrollment,4,STEM,0.8,0,Unknown,2,0,0
5412,city_173,0.4239802356469741,Male,1,no_enrollment,3,STEM,-1.,0,Unknown,1,0,0
27834,city_50,0.5679288729570535,Male,1,no_enrollment,4,STEM,-0.,5,Pvt Ltd,1,0,0
4709,city_90,-1.0155061374538275,Male,0,no_enrollment,1,Unknown,-1.,0,Unknown,never,0,0
23880,city_13,0.016125763268414313,Unknow,0,no_enrollment,3,Humanities,-1.,0,Unknown,never,0,0
18607,city_16,0.6798889241982279,Male,1,no_enrollment,3,STEM,1.5,0,Unknown,1,0,1
15527,city_28,0.9118061731978017,Male,1,Part time course,2,Unknown,-0.,8,Unknown,1,1,1
13748,city_73,-0.5676659324891333,Male,1,no_enrollment,3,STEM,1.0,8,Pvt Ltd,1,0,0
24331,city_21,-1.607294979728601,Male,1,Part time course,3,STEM,-0.,6,Pvt Ltd,3,0,0
10636,city_65,-0.1838028996622527,Male,1,no_enrollment,3,No Major,0.2,6,Pvt Ltd,>4,0,0
12488,city_21,-1.607294979728601,Unknow,1,no_enrollment,3,STEM,-1.,1,Early Stage Startup,1,0,0
16660,city_114,0.8078432684738539,Male,1,no_enrollment,2,Unknown,-1.,4,Pvt Ltd,1,0,1
2892,city_41,0.016125763268414313,Unknow,1,Unknown,4,STEM,-0.,0,Unknown,,0,0
6332,city_160,0.7598603893704947,Unknow,1,no_enrollment,4,STEM,0.1,0,Unknown,1,0,1
6504,city_21,-1.607294979728601,Male,1,Full time course,4,STEM,0.2,8,Pvt Ltd,never,0,0
19043,city_46,-0.5036887603513199,Male,1,no_enrollment,3,STEM,-0.,3,Pvt Ltd,1,0,0
22715,city_162,-0.4637030277651865,Male,1,no_enrollment,3,STEM,0.1,4,Pvt Ltd,>4,0,0
27606,city_104,0.7918489754394014,Male,1,no_enrollment,3,STEM,0.5,0,Pvt Ltd,2,0,1
33052,city_99,0.7198746567843612,Male,1,no_enrollment,3,STEM,0.7,4,Pvt Ltd,1,0,1
6793,city_138,0.08810008192345355,Male,0,no_enrollment,4,STEM,-0.,3,Funded Startup,1,0,0
16595,city_21,-1.607294979728601,Male,1,no_enrollment,3,STEM,-0.,8,Pvt Ltd,2,0,0
18261,city_136,0.575926019474281,Male,1,no_enrollment,4,STEM,-0.,0,NGO,never,0,0
27307,city_114,0.8078432684738539,Male,1,no_enrollment,3,STEM,-0.,5,Unknown,2,0,1
25699,city_16,0.6798889241982279,Unknow,0,Full time course,3,STEM,-0.,0,Unknown,never,0,1
11707,city_103,0.7598603893704947,Male,1,no_enrollment,4,STEM,1.5,3,Pvt Ltd,3,0,1
21613,city_21,-1.607294979728601,Female,1,no_enrollment,3,STEM,-0.,6,Pvt Ltd,1,0,0
32057,city_116,-0.6556345441786269,Unknow,1,no_enrollment,4,STEM,0.5,0,Unknown,1,0,0
115,city_61,0.703880363749907,Male,1,no_enrollment,3,STEM,0.2,6,Pvt Ltd,1,0,1
6823,city_28,0.9118061731978017,Male,1,no_enrollment,3,STEM,1.5,3,Funded Startup,1,1,1
14353,city_149,-1.0874804561088667,Male,0,Full time course,1,Unknown,-0.,1,Early Stage Startup,1,0,0
26805,city_103,0.7598603893704947,Unknow,0,Full time course,3,STEM,-1.,0,Unknown,>4,0,1
15635,city_149,-1.0874804561088667,Male,0,Full time course,2,Unknown,-1.,0,Unknown,1,0,0
26417,city_16,0.6798889241982279,Male,1,no_enrollment,4,STEM,1.5,8,Pvt Ltd,1,0,1
3848,city_160,0.7598603893704947,Male,1,no_enrollment,3,STEM,0.4,3,Pvt Ltd,3,0,1
17211,city_21,-1.607294979728601,Male,1,Full time course,3,STEM,-0.,3,Pvt Ltd,2,-1,0
13103,city_103,0.7598603893704947,Female,1,no_enrollment,3,STEM,0.4,8,Pvt Ltd,3,-1,1
5243,city_101,-2.1351066498655618,Unknow,1,no_enrollment,3,STEM,-0.,0,Pvt Ltd,>4,0,0
2107,city_162,-0.4637030277651865,Male,1,Part time course,3,Business Degree,0.5,3,Pvt Ltd,3,0,0
30974,city_104,0.7918489754394014,Male,1,no_enrollment,3,STEM,1.5,3,Pvt Ltd,2,0,1
2998,city_136,0.575926019474281,Male,0,Part time course,4,STEM,-0.,8,Pvt Ltd,1,0,0
22975,city_160,0.7598603893704947,Male,1,no_enrollment,3,STEM,1.5,0,Unknown,2,1,1
27239,city_21,-1.607294979728601,Male,0,Unknown,3,STEM,-1.,0,Pvt Ltd,1,0,0
18463,city_103,0.7598603893704947,Male,0,Full time course,3,STEM,-0.,0,Unknown,never,0,1
21490,city_21,-1.607294979728601,Unknow,1,no_enrollment,4,STEM,-0.,4,Pvt Ltd,,0,0
30657,city_65,-0.1838028996622527,Male,0,no_enrollment,3,STEM,-1.,0,Pvt Ltd,2,2,0
32075,city_21,-1.607294979728601,Male,1,no_enrollment,4,STEM,-0.,0,Unknown,2,0,0
31141,city_103,0.7598603893704947,Male,1,no_enrollment,3,STEM,0.8,1,Pvt Ltd,1,0,1
2340,city_16,0.6798889241982279,Male,1,no_enrollment,3,STEM,-0.,1,Pvt Ltd,1,0,1
21188,city_16,0.6798889241982279,Unknow,0,no_enrollment,5,STEM,-1.,8,NGO,1,0,1
24156,city_67,0.24004586575076048,Male,0,Full time course,3,STEM,-0.,0,Unknown,1,0,0
32584,city_142,-0.7835888884542537,Unknow,1,no_enrollment,4,STEM,0.5,0,Pvt Ltd,4,0,0
6515,city_21,-1.607294979728601,Unknow,1,no_enrollment,3,STEM,-0.,3,Pvt Ltd,1,0,0
14292,city_103,0.7598603893704947,Unknow,1,no_enrollment,4,STEM,0.8,8,Pvt Ltd,>4,3,1
16125,city_103,0.7598603893704947,Unknow,1,no_enrollment,3,Humanities,1.2,4,Pvt Ltd,>4,0,1
25802,city_103,0.7598603893704947,Unknow,1,no_enrollment,4,STEM,1.5,0,Unknown,>4,0,1
19385,city_21,-1.607294979728601,Male,1,no_enrollment,3,STEM,0.1,8,Pvt Ltd,1,0,0
27304,city_115,-0.28776580438619953,Male,0,no_enrollment,4,STEM,1.4,3,Pvt Ltd,>4,0,0
3697,city_21,-1.607294979728601,Unknow,0,Full time course,3,STEM,0.7,8,Pvt Ltd,>4,0,0
11800,city_25,-1.0155061374538275,Male,1,no_enrollment,4,STEM,-0.,5,Pvt Ltd,2,0,0
180,city_103,0.7598603893704947,Male,0,no_enrollment,3,Humanities,-1.,4,Funded Startup,2,0,1
7733,city_21,-1.607294979728601,Unknow,1,Full time course,3,STEM,-1.,3,Unknown,1,0,0
6935,city_16,0.6798889241982279,Male,1,Full time course,4,STEM,1.5,3,Pvt Ltd,2,1,1
4082,city_103,0.7598603893704947,Male,1,no_enrollment,3,STEM,1.5,8,Public Sector,>4,0,1
31959,city_104,0.7918489754394014,Male,1,no_enrollment,3,STEM,-0.,0,Funded Startup,1,0,1
25113,city_21,-1.607294979728601,Male,0,Full time course,3,STEM,-1.,0,Unknown,1,0,0
14329,city_57,0.32801447744025397,Male,0,Full time course,4,STEM,-0.,0,Unknown,4,0,0
15570,city_114,0.8078432684738539,Male,1,no_enrollment,3,Humanities,-0.,1,Pvt Ltd,2,0,1
32516,city_21,-1.607294979728601,Male,1,no_enrollment,3,STEM,-0.,1,Early Stage Startup,1,0,0
2535,city_14,-1.0155061374538275,Male,1,no_enrollment,4,STEM,1.5,1,Early Stage Startup,>4,0,0
16014,city_103,0.7598603893704947,Male,1,no_enrollment,4,STEM,1.0,4,Pvt Ltd,1,0,1
24251,city_114,0.8078432684738539,Male,0,no_enrollment,2,Unknown,-0.,1,Pvt Ltd,>4,1,1
31019,city_103,0.7598603893704947,Male,0,Full time course,3,STEM,-0.,0,Pvt Ltd,never,0,1
21012,city_103,0.7598603893704947,Male,1,no_enrollment,3,STEM,-0.,3,Pvt Ltd,2,2,1
22140,city_103,0.7598603893704947,Unknow,0,no_enrollment,3,STEM,-1.,6,Public Sector,2,0,1
21462,city_21,-1.607294979728601,Male,0,no_enrollment,3,STEM,-0.,8,Public Sector,1,2,0
20786,city_16,0.6798889241982279,Male,0,Full time course,4,STEM,-0.,0,Unknown,3,-1,1
32404,city_16,0.6798889241982279,Male,1,no_enrollment,3,STEM,0.1,0,Unknown,4,0,1
16084,city_11,-2.199083822003374,Unknow,1,Full time course,3,STEM,-0.,3,Pvt Ltd,>4,0,0
20103,city_103,0.7598603893704947,Male,1,no_enrollment,4,STEM,1.5,0,Unknown,>4,0,1
22525,city_50,0.5679288729570535,Male,1,no_enrollment,3,STEM,1.5,8,Pvt Ltd,>4,0,0
13230,city_103,0.7598603893704947,Female,1,no_enrollment,3,STEM,-0.,0,Unknown,1,0,1
29502,city_23,0.5919203125087344,Male,1,no_enrollment,2,Unknown,-0.,4,Funded Startup,1,0,0
11646,city_10,0.5599317264398277,Male,1,no_enrollment,3,STEM,-0.,0,Pvt Ltd,1,0,0
6058,city_98,0.9917776383700684,Male,1,no_enrollment,4,STEM,0.7,3,Unknown,2,0,1
30892,city_103,0.7598603893704947,Male,1,no_enrollment,3,STEM,-1.,5,Pvt Ltd,1,0,1
31017,city_149,-1.0874804561088667,Female,0,no_enrollment,3,STEM,-0.,3,Early Stage Startup,1,0,0
23803,city_71,0.4719631147503342,Male,1,Part time course,3,STEM,-0.,3,Pvt Ltd,2,0,0
6831,city_128,-2.383018191899588,Male,1,no_enrollment,3,STEM,-0.,3,Pvt Ltd,>4,0,0
20380,city_21,-1.607294979728601,Male,0,Full time course,4,STEM,-1.,0,Pvt Ltd,1,0,0
15629,city_114,0.8078432684738539,Male,1,no_enrollment,4,STEM,1.1,6,Pvt Ltd,2,0,1
17342,city_114,0.8078432684738539,Female,0,Part time course,2,Unknown,0.8,6,Unknown,2,0,1
22359,city_103,0.7598603893704947,Male,0,no_enrollment,0,Unknown,-0.,0,Unknown,never,1,1
27610,city_27,0.1840658401301737,Male,1,no_enrollment,3,STEM,-0.,1,Pvt Ltd,2,0,0
26769,city_102,-0.16780860662779934,Unknow,0,Full time course,3,STEM,-0.,0,Unknown,never,0,0
3979,city_73,-0.5676659324891333,Unknow,1,no_enrollment,3,STEM,-0.,8,Pvt Ltd,1,0,0
25171,city_16,0.6798889241982279,Unknow,0,Full time course,3,STEM,-1.,1,Early Stage Startup,1,0,1
23379,city_67,0.24004586575076048,Male,0,Part time course,3,STEM,0.8,0,Unknown,>4,1,0
18138,city_27,0.1840658401301737,Male,1,no_enrollment,3,STEM,-0.,4,Pvt Ltd,1,0,0
31687,city_173,0.4239802356469741,Male,1,no_enrollment,2,Unknown,-1.,0,Funded Startup,1,0,0
23739,city_102,-0.16780860662779934,Male,1,no_enrollment,4,STEM,0.1,0,Unknown,2,0,0
8392,city_21,-1.607294979728601,Male,0,Full time course,3,STEM,-1.,0,Early Stage Startup,1,-1,0
6427,city_75,0.9118061731978017,Male,1,Part time course,5,Arts,1.5,0,Unknown,>4,0,1
27813,city_16,0.6798889241982279,Male,1,no_enrollment,5,Humanities,0.8,7,Public Sector,>4,3,1
20687,city_104,0.7918489754394014,Unknow,0,Full time course,2,Unknown,-0.,4,Pvt Ltd,,0,1
22527,city_33,-3.014792766760496,Male,0,no_enrollment,3,STEM,-0.,0,Unknown,2,0,0
33343,city_21,-1.607294979728601,Male,1,no_enrollment,3,STEM,-1.,4,Pvt Ltd,1,0,0
818,city_103,0.7598603893704947,Female,0,no_enrollment,3,Humanities,1.5,8,Pvt Ltd,4,0,1
31669,city_21,-1.607294979728601,Male,0,Full time course,2,Unknown,-1.,0,Unknown,never,0,0
10952,city_16,0.6798889241982279,Male,0,Full time course,3,STEM,-0.,6,Public Sector,1,0,1
16331,city_61,0.703880363749907,Male,1,no_enrollment,3,STEM,0.8,6,Pvt Ltd,1,0,1
32029,city_103,0.7598603893704947,Male,1,no_enrollment,5,STEM,1.4,8,Public Sector,3,0,1
21152,city_103,0.7598603893704947,Male,1,no_enrollment,3,Humanities,-1.,6,Pvt Ltd,3,0,1
23488,city_16,0.6798889241982279,Male,0,no_enrollment,3,STEM,1.0,8,Pvt Ltd,>4,-1,1
11945,city_21,-1.607294979728601,Male,0,Full time course,2,Unknown,-0.,0,Unknown,never,0,0
1670,city_103,0.7598603893704947,Female,0,Full time course,3,STEM,-1.,1,Public Sector,1,0,1
16104,city_103,0.7598603893704947,Unknow,0,no_enrollment,2,Unknown,-1.,0,Unknown,never,0,1
4158,city_103,0.7598603893704947,Unknow,0,no_enrollment,2,Unknown,-0.,7,Public Sector,2,0,1
29781,city_16,0.6798889241982279,Male,1,no_enrollment,3,Business Degree,-0.,3,Funded Startup,3,0,1
6720,city_21,-1.607294979728601,Unknow,1,Full time course,0,Unknown,-1.,0,Unknown,,0,0
14369,city_79,-1.0155061374538275,Unknow,1,Full time course,4,STEM,0.1,0,Unknown,1,2,0
20235,city_91,-1.0714861630744141,Male,1,no_enrollment,2,Unknown,1.0,3,Funded Startup,1,0,0
3617,city_16,0.6798889241982279,Unknow,1,no_enrollment,3,STEM,1.5,3,Public Sector,3,0,1
30756,city_21,-1.607294979728601,Unknow,1,Full time course,3,STEM,0.1,0,Unknown,never,0,0
22625,city_21,-1.607294979728601,Unknow,1,no_enrollment,3,STEM,-0.,4,Public Sector,2,0,0
22057,city_21,-1.607294979728601,Male,1,no_enrollment,3,STEM,-0.,4,Pvt Ltd,3,0,0
20635,city_21,-1.607294979728601,Unknow,0,Part time course,3,STEM,-1.,8,Pvt Ltd,1,0,0
1588,city_160,0.7598603893704947,Unknow,0,Full time course,2,Unknown,-1.,5,Pvt Ltd,1,0,1
234,city_103,0.7598603893704947,Male,1,no_enrollment,3,STEM,0.1,4,Pvt Ltd,2,1,1
18752,city_33,-3.014792766760496,Male,1,no_enrollment,4,STEM,-0.,0,Unknown,1,0,0
18128,city_16,0.6798889241982279,Male,1,no_enrollment,4,STEM,-0.,3,Pvt Ltd,1,0,1
18260,city_159,0.1440801075440403,Male,1,no_enrollment,3,STEM,-0.,0,Unknown,2,0,0
19332,city_103,0.7598603893704947,Unknow,1,no_enrollment,3,STEM,0.8,6,Public Sector,3,0,1
9564,city_103,0.7598603893704947,Unknow,1,no_enrollment,3,STEM,-0.,6,Pvt Ltd,3,0,1
5685,city_114,0.8078432684738539,Male,1,no_enrollment,4,STEM,1.5,0,Pvt Ltd,>4,0,1
18063,city_105,-0.24778007180006614,Unknow,1,no_enrollment,3,STEM,-1.,3,Pvt Ltd,1,0,0
27124,city_103,0.7598603893704947,Male,1,no_enrollment,3,STEM,1.5,8,Public Sector,>4,-1,1
3395,city_53,-0.6796259837303069,Male,0,Full time course,2,Unknown,-1.,0,Unknown,1,1,0
22310,city_103,0.7598603893704947,Female,1,no_enrollment,3,STEM,-0.,8,Pvt Ltd,1,0,1
15977,city_175,-0.3917287091101473,Male,0,Full time course,2,Unknown,-1.,1,Unknown,1,0,0
4917,city_103,0.7598603893704947,Male,1,Part time course,3,STEM,-0.,8,Public Sector,>4,1,1
19102,city_9,-0.6556345441786269,Male,1,Full time course,0,Unknown,1.2,0,Funded Startup,2,1,0
23275,city_103,0.7598603893704947,Unknow,0,Full time course,2,Unknown,-0.,0,Unknown,1,0,1
13157,city_103,0.7598603893704947,Male,1,Part time course,3,STEM,0.1,0,Unknown,1,0,1
13269,city_103,0.7598603893704947,Male,1,no_enrollment,3,Humanities,-0.,6,NGO,1,1,1
29977,city_21,-1.607294979728601,Unknow,1,Full time course,3,STEM,-0.,0,Unknown,1,0,0
20571,city_114,0.8078432684738539,Male,1,no_enrollment,4,STEM,-0.,8,Pvt Ltd,1,0,1
23883,city_128,-2.383018191899588,Male,1,Part time course,4,STEM,0.8,7,Public Sector,>4,0,0
33033,city_103,0.7598603893704947,Male,1,no_enrollment,3,Humanities,-1.,0,Unknown,1,0,1
10579,city_101,-2.1351066498655618,Unknow,1,Full time course,3,STEM,-0.,5,Pvt Ltd,,0,0
5258,city_21,-1.607294979728601,Unknow,0,Full time course,3,STEM,-0.,6,Pvt Ltd,2,0,0
853,city_103,0.7598603893704947,Unknow,1,no_enrollment,3,STEM,-0.,4,Public Sector,2,0,1
27245,city_21,-1.607294979728601,Male,1,no_enrollment,4,STEM,0.8,6,Pvt Ltd,1,0,0
30670,city_103,0.7598603893704947,Female,1,no_enrollment,3,STEM,-0.,0,Unknown,1,0,1
22497,city_26,-1.0155061374538275,Other,1,Part time course,2,Unknown,-0.,4,Unknown,1,0,0
3218,city_102,-0.16780860662779934,Male,1,no_enrollment,3,STEM,0.8,4,Pvt Ltd,1,0,0
464,city_114,0.8078432684738539,Unknow,0,Full time course,2,Unknown,1.4,0,Pvt Ltd,never,0,1
15770,city_160,0.7598603893704947,Male,1,no_enrollment,2,Unknown,1.5,0,Funded Startup,>4,0,1
18264,city_114,0.8078432684738539,Female,1,no_enrollment,1,Unknown,1.5,0,Pvt Ltd,>4,0,1
32066,city_21,-1.607294979728601,Unknow,1,no_enrollment,3,STEM,-1.,4,Pvt Ltd,1,0,0
11386,city_103,0.7598603893704947,Male,1,no_enrollment,4,STEM,-0.,0,Unknown,3,0,1
17502,city_136,0.575926019474281,Male,1,no_enrollment,3,STEM,-0.,0,Unknown,1,0,0
32273,city_21,-1.607294979728601,Unknow,1,Full time course,4,STEM,-0.,3,Pvt Ltd,1,0,0
27543,city_65,-0.1838028996622527,Male,1,no_enrollment,3,STEM,1.5,0,Pvt Ltd,1,0,0
16317,city_21,-1.607294979728601,Male,1,Full time course,3,STEM,-1.,4,Pvt Ltd,2,0,0
2852,city_67,0.24004586575076048,Male,1,no_enrollment,4,STEM,0.8,4,Pvt Ltd,2,0,0
5056,city_103,0.7598603893704947,Male,0,Full time course,4,Humanities,1.5,8,Public Sector,2,0,1
17504,city_160,0.7598603893704947,Other,0,no_enrollment,3,STEM,-1.,0,Unknown,never,-1,1
24585,city_21,-1.607294979728601,Unknow,1,no_enrollment,3,STEM,-0.,4,Pvt Ltd,1,0,0
11734,city_134,-1.0155061374538275,Unknow,0,Unknown,1,Unknown,-0.,0,Unknown,never,2,0
16675,city_67,0.24004586575076048,Male,1,no_enrollment,4,STEM,-0.,8,Pvt Ltd,1,0,0
23344,city_11,-2.199083822003374,Male,1,no_enrollment,4,STEM,-0.,0,Unknown,2,3,0
21786,city_57,0.32801447744025397,Male,0,no_enrollment,4,STEM,-0.,1,Pvt Ltd,>4,0,0
31079,city_21,-1.607294979728601,Male,1,no_enrollment,4,STEM,-1.,3,Pvt Ltd,never,0,0
33251,city_114,0.8078432684738539,Male,1,Unknown,4,STEM,1.5,8,Pvt Ltd,>4,0,1
7805,city_114,0.8078432684738539,Male,1,no_enrollment,3,STEM,1.1,4,Pvt Ltd,1,0,1
8911,city_103,0.7598603893704947,Male,1,no_enrollment,3,STEM,1.5,0,Unknown,>4,0,1
7315,city_26,-1.0155061374538275,Male,1,Full time course,3,STEM,0.1,1,Unknown,2,0,0
28132,city_77,0.04011720282009346,Male,0,Full time course,3,STEM,-0.,0,Unknown,1,0,0
8367,city_104,0.7918489754394014,Male,1,no_enrollment,3,STEM,1.5,0,Unknown,>4,0,1
27909,city_104,0.7918489754394014,Male,0,Full time course,2,Unknown,-0.,0,Funded Startup,3,0,1
32320,city_160,0.7598603893704947,Male,1,no_enrollment,3,STEM,1.0,0,Public Sector,1,1,1
15441,city_114,0.8078432684738539,Male,1,no_enrollment,3,STEM,1.1,3,Pvt Ltd,1,1,1
25999,city_65,-0.1838028996622527,Male,0,Full time course,3,STEM,-0.,0,Unknown,1,0,0
20169,city_103,0.7598603893704947,Unknow,0,Full time course,2,Unknown,-1.,0,Unknown,never,0,1
11682,city_104,0.7918489754394014,Male,0,Full time course,4,STEM,-1.,0,Unknown,1,0,1
26581,city_1,0.17606869361294702,Male,1,no_enrollment,3,STEM,-0.,3,Unknown,2,0,0
14832,city_11,-2.199083822003374,Unknow,1,no_enrollment,3,STEM,-0.,1,Public Sector,1,0,0
18023,city_70,-1.0155061374538275,Male,1,Part time course,3,STEM,-0.,8,Pvt Ltd,1,0,0
18963,city_16,0.6798889241982279,Male,1,Part time course,2,Unknown,-0.,0,Pvt Ltd,1,0,1
9105,city_123,-0.6956202767647602,Female,1,Part time course,3,Other,-0.,3,Pvt Ltd,2,0,0
18344,city_21,-1.607294979728601,Male,0,Unknown,3,STEM,-1.,0,Unknown,never,0,0
576,city_103,0.7598603893704947,Male,1,no_enrollment,3,STEM,1.5,4,Pvt Ltd,2,0,1
2656,city_114,0.8078432684738539,Male,0,Full time course,4,STEM,-0.,4,Public Sector,1,0,1
16881,city_103,0.7598603893704947,Male,1,no_enrollment,5,STEM,1.5,3,Pvt Ltd,1,0,1
30245,city_11,-2.199083822003374,Male,0,Full time course,2,Unknown,-0.,0,Unknown,never,0,0
9630,city_103,0.7598603893704947,Male,1,no_enrollment,3,STEM,1.5,6,Pvt Ltd,>4,0,1
3580,city_103,0.7598603893704947,Male,1,no_enrollment,3,STEM,1.5,8,Pvt Ltd,2,0,1
14773,city_16,0.6798889241982279,Male,1,no_enrollment,2,Unknown,-0.,0,Unknown,2,0,1
31238,city_116,-0.6556345441786269,Male,1,no_enrollment,3,STEM,-0.,4,Pvt Ltd,1,-1,0
1633,city_89,0.7998461219566281,Unknow,1,no_enrollment,3,STEM,1.5,7,Pvt Ltd,>4,0,1
1995,city_136,0.575926019474281,Unknow,0,Full time course,3,STEM,-0.,0,Unknown,,0,0
30587,city_160,0.7598603893704947,Male,1,no_enrollment,3,No Major,-1.,3,Pvt Ltd,1,0,1
32369,city_98,0.9917776383700684,Male,1,no_enrollment,3,STEM,0.1,3,Pvt Ltd,1,0,1
3722,city_21,-1.607294979728601,Male,0,Part time course,2,Unknown,-1.,0,Unknown,never,0,0
10721,city_114,0.8078432684738539,Male,0,no_enrollment,5,Humanities,-0.,5,Public Sector,>4,2,1
407,city_103,0.7598603893704947,Male,1,no_enrollment,3,STEM,-0.,4,Pvt Ltd,1,0,1
31098,city_103,0.7598603893704947,Male,1,no_enrollment,3,STEM,-1.,8,Pvt Ltd,1,-1,1
4053,city_103,0.7598603893704947,Male,0,no_enrollment,3,STEM,1.5,6,Pvt Ltd,4,0,1
13782,city_175,-0.3917287091101473,Male,0,Part time course,3,STEM,-0.,4,Unknown,1,0,0
20767,city_67,0.24004586575076048,Unknow,1,no_enrollment,3,STEM,0.2,0,Unknown,1,0,0
20113,city_73,-0.5676659324891333,Unknow,1,no_enrollment,3,STEM,1.5,0,Pvt Ltd,>4,0,0
4674,city_176,-0.48769446731686655,Female,0,no_enrollment,3,STEM,-0.,0,Unknown,1,0,0
2444,city_103,0.7598603893704947,Male,1,no_enrollment,3,STEM,1.5,0,Unknown,3,0,1
19966,city_61,0.703880363749907,Unknow,1,no_enrollment,4,STEM,1.5,8,Pvt Ltd,>4,0,1
26367,city_46,-0.5036887603513199,Male,1,Full time course,3,STEM,-0.,0,Pvt Ltd,1,0,0
19508,city_16,0.6798889241982279,Male,1,no_enrollment,4,STEM,0.8,4,Pvt Ltd,>4,0,1
13006,city_134,-1.0155061374538275,Unknow,0,no_enrollment,2,Unknown,-0.,0,Unknown,never,0,0
7563,city_160,0.7598603893704947,Male,1,no_enrollment,3,STEM,1.1,4,Pvt Ltd,1,0,1
25993,city_114,0.8078432684738539,Male,1,no_enrollment,2,Unknown,-0.,6,NGO,1,0,1
18013,city_16,0.6798889241982279,Unknow,1,Full time course,3,STEM,-0.,0,Unknown,1,0,1
27699,city_160,0.7598603893704947,Male,1,no_enrollment,3,Other,0.4,6,Pvt Ltd,>4,0,1
3003,city_103,0.7598603893704947,Male,1,no_enrollment,5,Humanities,-0.,8,Pvt Ltd,1,0,1
6620,city_28,0.9118061731978017,Male,1,no_enrollment,3,STEM,0.1,6,Public Sector,>4,0,1
4364,city_160,0.7598603893704947,Male,1,no_enrollment,3,STEM,-0.,4,Funded Startup,1,0,1
2296,city_36,0.5439374334053744,Male,1,no_enrollment,4,STEM,-0.,1,Pvt Ltd,1,1,0
17958,city_9,-0.6556345441786269,Unknow,1,no_enrollment,3,STEM,-0.,3,Pvt Ltd,2,0,0
9740,city_103,0.7598603893704947,Male,0,no_enrollment,3,STEM,1.5,8,Pvt Ltd,>4,0,1
1304,city_138,0.08810008192345355,Unknow,1,no_enrollment,3,STEM,0.2,1,Pvt Ltd,>4,0,0
28735,city_103,0.7598603893704947,Male,1,no_enrollment,3,STEM,0.4,4,Pvt Ltd,1,0,1
32212,city_16,0.6798889241982279,Male,0,Full time course,2,Unknown,-0.,0,Unknown,1,0,1
14053,city_73,-0.5676659324891333,Male,0,Part time course,3,STEM,-0.,0,Public Sector,never,0,0
22641,city_16,0.6798889241982279,Male,1,no_enrollment,3,STEM,0.4,3,Pvt Ltd,never,-1,1
17900,city_11,-2.199083822003374,Male,1,no_enrollment,3,STEM,-1.,4,Pvt Ltd,1,0,0
31333,city_99,0.7198746567843612,Male,1,no_enrollment,3,STEM,1.5,3,Pvt Ltd,>4,1,1
501,city_21,-1.607294979728601,Male,1,Full time course,2,Unknown,-1.,0,Pvt Ltd,never,0,0
18104,city_71,0.4719631147503342,Male,1,no_enrollment,3,STEM,1.5,3,Pvt Ltd,4,0,0
6092,city_150,-1.0155061374538275,Male,1,no_enrollment,4,Business Degree,1.5,6,Pvt Ltd,>4,0,0
17249,city_28,0.9118061731978017,Male,1,no_enrollment,4,STEM,1.5,3,Pvt Ltd,>4,0,1
1227,city_123,-0.6956202767647602,Male,0,no_enrollment,3,STEM,-0.,0,Unknown,never,0,0
23515,city_114,0.8078432684738539,Male,1,Part time course,4,STEM,-0.,4,Public Sector,never,0,1
16309,city_77,0.04011720282009346,Unknow,1,Part time course,3,STEM,-1.,4,Pvt Ltd,1,3,0
5368,city_101,-2.1351066498655618,Female,1,Unknown,3,STEM,-0.,3,Pvt Ltd,1,0,0
27693,city_83,0.7838518289221739,Male,1,no_enrollment,3,STEM,1.1,4,Pvt Ltd,>4,0,1
2582,city_16,0.6798889241982279,Unknow,1,no_enrollment,3,STEM,1.5,0,Pvt Ltd,>4,0,1
